Player ID,Reservation ID,Member #,Guest Name,Guest Flag,Position
bp_bkg_0322_1,bkg_0322,mbr_082,,0,1
bp_bkg_0323_1,bkg_0323,mbr_078,,0,1
bp_bkg_0324_1,bkg_0324,mbr_035,,0,1
bp_bkg_0325_1,bkg_0325,mbr_255,,0,1
bp_bkg_0326_1,bkg_0326,mbr_233,,0,1
bp_bkg_0327_1,bkg_0327,mbr_121,,0,1
bp_bkg_0328_1,bkg_0328,mbr_093,,0,1
bp_bkg_0329_1,bkg_0329,mbr_214,,0,1
bp_bkg_0330_1,bkg_0330,mbr_148,,0,1
bp_bkg_0331_1,bkg_0331,mbr_011,,0,1
bp_bkg_0332_1,bkg_0332,mbr_264,,0,1
bp_bkg_0333_1,bkg_0333,mbr_250,,0,1
bp_bkg_0334_1,bkg_0334,mbr_001,,0,1
bp_bkg_0335_1,bkg_0335,mbr_146,,0,1
bp_bkg_0336_1,bkg_0336,mbr_044,,0,1
bp_bkg_0337_1,bkg_0337,mbr_172,,0,1
bp_bkg_0338_1,bkg_0338,mbr_178,,0,1
bp_bkg_0339_1,bkg_0339,mbr_142,,0,1
bp_bkg_0340_1,bkg_0340,mbr_147,,0,1
bp_bkg_0341_1,bkg_0341,mbr_259,,0,1
bp_bkg_0342_1,bkg_0342,mbr_157,,0,1
bp_bkg_0343_1,bkg_0343,mbr_170,,0,1
bp_bkg_0344_1,bkg_0344,mbr_130,,0,1
bp_bkg_0345_1,bkg_0345,mbr_218,,0,1
bp_bkg_0346_1,bkg_0346,mbr_064,,0,1
bp_bkg_0347_1,bkg_0347,mbr_244,,0,1
bp_bkg_0348_1,bkg_0348,mbr_264,,0,1
bp_bkg_0349_1,bkg_0349,mbr_180,,0,1
bp_bkg_0350_1,bkg_0350,mbr_064,,0,1
bp_bkg_0351_1,bkg_0351,mbr_060,,0,1
bp_bkg_0352_1,bkg_0352,mbr_097,,0,1
bp_bkg_0353_1,bkg_0353,mbr_062,,0,1
bp_bkg_0354_1,bkg_0354,mbr_229,,0,1
bp_bkg_0355_1,bkg_0355,mbr_102,,0,1
bp_bkg_0356_1,bkg_0356,mbr_093,,0,1
bp_bkg_0357_1,bkg_0357,mbr_203,,0,1
bp_bkg_0358_1,bkg_0358,mbr_137,,0,1
bp_bkg_0359_1,bkg_0359,mbr_198,,0,1
bp_bkg_0360_1,bkg_0360,mbr_218,,0,1
bp_bkg_0361_1,bkg_0361,mbr_159,,0,1
bp_bkg_0362_1,bkg_0362,mbr_253,,0,1
bp_bkg_0363_1,bkg_0363,mbr_029,,0,1
bp_bkg_0364_1,bkg_0364,mbr_186,,0,1
bp_bkg_0365_1,bkg_0365,mbr_247,,0,1
bp_bkg_0366_1,bkg_0366,mbr_198,,0,1
bp_bkg_0367_1,bkg_0367,mbr_008,,0,1
bp_bkg_0368_1,bkg_0368,mbr_175,,0,1
bp_bkg_0369_1,bkg_0369,mbr_078,,0,1
bp_bkg_0370_1,bkg_0370,mbr_084,,0,1
bp_bkg_0371_1,bkg_0371,mbr_269,,0,1
bp_bkg_0372_1,bkg_0372,mbr_210,,0,1
bp_bkg_0373_1,bkg_0373,mbr_232,,0,1
bp_bkg_0374_1,bkg_0374,mbr_086,,0,1
bp_bkg_0375_1,bkg_0375,mbr_168,,0,1
bp_bkg_0376_1,bkg_0376,mbr_087,,0,1
bp_bkg_0377_1,bkg_0377,mbr_103,,0,1
bp_bkg_0378_1,bkg_0378,mbr_008,,0,1
bp_bkg_0379_1,bkg_0379,mbr_236,,0,1
bp_bkg_0380_1,bkg_0380,mbr_141,,0,1
bp_bkg_0381_1,bkg_0381,mbr_161,,0,1
bp_bkg_0382_1,bkg_0382,mbr_253,,0,1
bp_bkg_0383_1,bkg_0383,mbr_224,,0,1
bp_bkg_0384_1,bkg_0384,mbr_035,,0,1
bp_bkg_0385_1,bkg_0385,mbr_008,,0,1
bp_bkg_0386_1,bkg_0386,mbr_036,,0,1
bp_bkg_0387_1,bkg_0387,mbr_060,,0,1
bp_bkg_0388_1,bkg_0388,mbr_076,,0,1
bp_bkg_0389_1,bkg_0389,mbr_236,,0,1
bp_bkg_0390_1,bkg_0390,mbr_110,,0,1
bp_bkg_0391_1,bkg_0391,mbr_262,,0,1
bp_bkg_0392_1,bkg_0392,mbr_054,,0,1
bp_bkg_0393_1,bkg_0393,mbr_178,,0,1
bp_bkg_0394_1,bkg_0394,mbr_098,,0,1
bp_bkg_0395_1,bkg_0395,mbr_015,,0,1
bp_bkg_0396_1,bkg_0396,mbr_149,,0,1
bp_bkg_0397_1,bkg_0397,mbr_268,,0,1
bp_bkg_0398_1,bkg_0398,mbr_059,,0,1
bp_bkg_0399_1,bkg_0399,mbr_242,,0,1
bp_bkg_0400_1,bkg_0400,mbr_109,,0,1
bp_bkg_0401_1,bkg_0401,mbr_181,,0,1
bp_bkg_0402_1,bkg_0402,mbr_268,,0,1
bp_bkg_0403_1,bkg_0403,mbr_052,,0,1
bp_bkg_0404_1,bkg_0404,mbr_210,,0,1
bp_bkg_0405_1,bkg_0405,mbr_155,,0,1
bp_bkg_0406_1,bkg_0406,mbr_085,,0,1
bp_bkg_0407_1,bkg_0407,mbr_024,,0,1
bp_bkg_0408_1,bkg_0408,mbr_275,,0,1
bp_bkg_0409_1,bkg_0409,mbr_125,,0,1
bp_bkg_0410_1,bkg_0410,mbr_173,,0,1
bp_bkg_0411_1,bkg_0411,mbr_085,,0,1
bp_bkg_0412_1,bkg_0412,mbr_204,,0,1
bp_bkg_0413_1,bkg_0413,mbr_159,,0,1
bp_bkg_0414_1,bkg_0414,mbr_137,,0,1
bp_bkg_0415_1,bkg_0415,mbr_036,,0,1
bp_bkg_0416_1,bkg_0416,mbr_024,,0,1
bp_bkg_0417_1,bkg_0417,mbr_253,,0,1
bp_bkg_0418_1,bkg_0418,mbr_099,,0,1
bp_bkg_0419_1,bkg_0419,mbr_170,,0,1
bp_bkg_0420_1,bkg_0420,mbr_255,,0,1
bp_bkg_0421_1,bkg_0421,mbr_157,,0,1
bp_bkg_0422_1,bkg_0422,mbr_161,,0,1
bp_bkg_0423_1,bkg_0423,mbr_212,,0,1
bp_bkg_0424_1,bkg_0424,mbr_270,,0,1
bp_bkg_0425_1,bkg_0425,mbr_063,,0,1
bp_bkg_0426_1,bkg_0426,mbr_231,,0,1
bp_bkg_0427_1,bkg_0427,mbr_029,,0,1
bp_bkg_0428_1,bkg_0428,mbr_093,,0,1
bp_bkg_0429_1,bkg_0429,mbr_217,,0,1
bp_bkg_0430_1,bkg_0430,mbr_155,,0,1
bp_bkg_0431_1,bkg_0431,mbr_157,,0,1
bp_bkg_0432_1,bkg_0432,mbr_042,,0,1
bp_bkg_0433_1,bkg_0433,mbr_240,,0,1
bp_bkg_0434_1,bkg_0434,mbr_082,,0,1
bp_bkg_0435_1,bkg_0435,mbr_138,,0,1
bp_bkg_0436_1,bkg_0436,mbr_241,,0,1
bp_bkg_0437_1,bkg_0437,mbr_135,,0,1
bp_bkg_0438_1,bkg_0438,mbr_125,,0,1
bp_bkg_0439_1,bkg_0439,mbr_158,,0,1
bp_bkg_0440_1,bkg_0440,mbr_055,,0,1
bp_bkg_0441_1,bkg_0441,mbr_265,,0,1
bp_bkg_0442_1,bkg_0442,mbr_264,,0,1
bp_bkg_0443_1,bkg_0443,mbr_018,,0,1
bp_bkg_0444_1,bkg_0444,mbr_195,,0,1
bp_bkg_0445_1,bkg_0445,mbr_187,,0,1
bp_bkg_0446_1,bkg_0446,mbr_003,,0,1
bp_bkg_0447_1,bkg_0447,mbr_171,,0,1
bp_bkg_0448_1,bkg_0448,mbr_210,,0,1
bp_bkg_0449_1,bkg_0449,mbr_106,,0,1
bp_bkg_0450_1,bkg_0450,mbr_194,,0,1
bp_bkg_0451_1,bkg_0451,mbr_159,,0,1
bp_bkg_0452_1,bkg_0452,mbr_012,,0,1
bp_bkg_0453_1,bkg_0453,mbr_244,,0,1
bp_bkg_0454_1,bkg_0454,mbr_165,,0,1
bp_bkg_0455_1,bkg_0455,mbr_183,,0,1
bp_bkg_0456_1,bkg_0456,mbr_276,,0,1
bp_bkg_0457_1,bkg_0457,mbr_054,,0,1
bp_bkg_0458_1,bkg_0458,mbr_127,,0,1
bp_bkg_0459_1,bkg_0459,mbr_037,,0,1
bp_bkg_0460_1,bkg_0460,mbr_120,,0,1
bp_bkg_0461_1,bkg_0461,mbr_267,,0,1
bp_bkg_0462_1,bkg_0462,mbr_275,,0,1
bp_bkg_0463_1,bkg_0463,mbr_089,,0,1
bp_bkg_0464_1,bkg_0464,mbr_034,,0,1
